plz,ort,kanton,lat,lon
8479,Altikon,ZH,47.5773,8.7841
8482,Sennhof (Winterthur),ZH,47.4669,8.7551
8483,Kollbrunn,ZH,47.4557,8.7783
8484,Theilingen,ZH,47.417,8.767
8486,Rikon im Tösstal,ZH,47.4505,8.8041
8487,Rämismühle,ZH,47.4399,8.8166
8488,Turbenthal,ZH,47.4373,8.8744
8489,Wildberg,ZH,47.4279,8.8229
8492,Wila,ZH,47.4098,8.8653
8493,Saland,ZH,47.3874,8.8601
8494,Bauma,ZH,47.368,8.8916
8495,Schmidrüti,ZH,47.4202,8.91
8496,Steg im Tösstal,ZH,47.3411,8.9514
8497,Fischenthal,ZH,47.3317,8.9255
8498,Gibswil,ZH,47.3218,8.9043
8499,Sternenberg,ZH,47.3888,8.914
8500,Gerlikon,TG,47.5353,8.8801
8501,Frauenfeld,TG,47.5578,8.8989
8502,Frauenfeld,TG,47.558,8.8964
8503,Frauenfeld,TG,47.558,8.8964
8505,Dettighofen,TG,47.618,8.9553
8506,Lanzenneunforn,TG,47.6239,8.9336
8507,Hörhausen,TG,47.6416,8.9714
8508,Homburg,TG,47.6292,8.9995
8509,Frauenfeld,TG,47.5578,8.8989
8510,Frauenfeld Kant. Verwaltung,TG,47.558,8.8964
8512,Thundorf,TG,47.5472,8.9642
8514,Amlikon-Bissegg,TG,47.5588,9.0353
8522,Häuslenen,TG,47.5273,8.9021
8523,Hagenbuch ZH,ZH,47.5159,8.8759
8524,Uesslingen,TG,47.5822,8.824
8525,Niederneunforn,TG,47.5944,8.7781
8526,Oberneunforn,TG,47.6083,8.7627
8532,Weiningen TG,TG,47.5905,8.8983
8535,Herdern,TG,47.6105,8.9102
8536,Hüttwilen,TG,47.6109,8.8696
8537,Nussbaumen TG,TG,47.624,8.8299
8542,Wiesendangen,ZH,47.5222,8.7949
8543,Gundetswil,ZH,47.5387,8.8197
8544,Attikon,ZH,47.5361,8.8004
8545,Rickenbach Sulz,ZH,47.5408,8.7865
8546,Islikon,TG,47.5509,8.8449
8547,Gachnang,TG,47.5381,8.8552
8548,Ellikon an der Thur,ZH,47.5631,8.8241
8552,Felben-Wellhausen,TG,47.577,8.94
8553,Hüttlingen,TG,47.5785,8.9844
8554,Müllheim-Wigoltingen,TG,47.5901,9.0133
8555,Müllheim Dorf,TG,47.6028,9.0037
8556,Lamperswil TG,TG,47.6107,9.0372
8558,Raperswilen,TG,47.6367,9.047
8560,Märstetten,TG,47.5913,9.068
8561,Ottoberg,TG,47.59,9.09
8564,Lipperswil,TG,47.6172,9.055
8565,Hugelshofen,TG,47.5953,9.1175
8566,Lippoldswilen,TG,47.6106,9.1139
8570,Weinfelden,TG,47.5698,9.1122
8572,Guntershausen b. Berg,TG,47.572,9.1869
8573,Alterswilen,TG,47.6108,9.1536
8574,Oberhofen TG,TG,47.6125,9.1914
8575,Bürglen TG,TG,47.5505,9.1536
8576,Mauren TG,TG,47.5658,9.1541
8577,Schönholzerswilen,TG,47.5151,9.1331
8580,Hefenhofen,TG,47.5613,9.3131
8581,Schocherswil,TG,47.5361,9.2644
8582,Dozwil,TG,47.5761,9.3191
8583,Sulgen,TG,47.5409,9.1865
8584,Opfershofen TG,TG,47.5618,9.1735
8585,Herrenhof,TG,47.5973,9.2421
8586,Andwil TG,TG,47.5654,9.2151
8587,Oberaach,TG,47.5597,9.2726
8588,Zihlschlacht,TG,47.521,9.2614
8589,Sitterdorf,TG,47.5071,9.2488
8590,Romanshorn,TG,47.5805,9.3897
8592,Uttwil,TG,47.5994,9.3554
8593,Kesswil,TG,47.6029,9.3264
8594,Güttingen,TG,47.6118,9.3003
8595,Altnau,TG,47.6196,9.272
8596,Münsterlingen,TG,47.6457,9.2374
8597,Landschlacht,TG,47.6373,9.258
8598,Bottighofen,TG,47.6403,9.2129
8599,Salmsach,TG,47.5544,9.3736
8600,Dübendorf,ZH,47.3937,8.6202
8602,Wangen b. Dübendorf,ZH,47.4096,8.6508
8603,Schwerzenbach,ZH,47.3811,8.6562
8604,Volketswil,ZH,47.3942,8.6815
8605,Gutenswil,ZH,47.3867,8.7177
8606,Nänikon,ZH,47.3715,8.6955
8607,Aathal-Seegräben,ZH,47.3409,8.7669
8608,Bubikon,ZH,47.2699,8.8118
8610,Uster,ZH,47.3478,8.721
8613,Uster 3,ZH,47.3532,8.7216
8614,Bertschikon (Gossau ZH),ZH,47.321,8.7591
8615,Freudwil,ZH,47.3759,8.7328
8616,Riedikon,ZH,47.3299,8.7088
8617,Mönchaltorf,ZH,47.3122,8.7219
8618,Oetwil am See,ZH,47.2739,8.7235
8620,Wetzikon ZH,ZH,47.3226,8.8014
8623,Wetzikon ZH,ZH,47.3325,8.8194
8624,Grüt (Gossau ZH),ZH,47.3088,8.7819
8625,Gossau ZH,ZH,47.3041,8.7531
8626,Ottikon (Gossau ZH),ZH,47.2912,8.789
8627,Grüningen,ZH,47.2794,8.7619
8630,Rüti ZH,ZH,47.2582,8.865
8632,Tann,ZH,47.2679,8.8502
8633,Wolfhausen,ZH,47.2566,8.7985
8634,Hombrechtikon,ZH,47.2558,8.7634
8635,Dürnten,ZH,47.2771,8.8544
8636,Wald ZH,ZH,47.2888,8.9231
8637,Laupen ZH,ZH,47.2662,8.931
8638,Goldingen,SG,47.2847,8.9739
8640,Rapperswil SG,SG,47.225,8.8188
8645,Jona,SG,47.232,8.84
8646,Wagen,SG,47.2321,8.8862
8700,Küsnacht ZH,ZH,47.3201,8.5893
8702,Zollikon Dorf,ZH,47.3433,8.5947
8703,Erlenbach ZH,ZH,47.3023,8.5998
8704,Herrliberg,ZH,47.2954,8.6254
8706,Meilen,ZH,47.2765,8.6462
8707,Uetikon am See,ZH,47.2673,8.6792
8708,Männedorf,ZH,47.2543,8.6949
8712,Stäfa,ZH,47.2409,8.7254
8713,Uerikon,ZH,47.2263,8.7554
8714,Feldbach,ZH,47.2344,8.7879
8715,Bollingen,SG,47.2199,8.8909
8716,Schmerikon,SG,47.2245,8.9419
8717,Benken SG,SG,47.1924,8.9958
8718,Schänis,SG,47.1604,9.0585
8722,Kaltbrunn,SG,47.2096,9.0494
8723,Maseltrangen,SG,47.1963,9.0537
8725,Gebertingen,SG,47.2556,9.0052
8726,Ricken SG,SG,47.2594,9.0491
8727,Walde SG,SG,47.2743,9.0227
8730,Uznach,SG,47.2256,8.9811
8732,Neuhaus SG,SG,47.2418,8.9447
8733,Eschenbach SG,SG,47.245,8.922
8734,Ermenswil,SG,47.247,8.8897
8735,St. Gallenkappel,SG,47.246,8.9713
8737,Gommiswald,SG,47.2315,9.0203
8738,Uetliburg SG,SG,47.2412,9.046
8739,Rieden SG,SG,47.2258,9.0772
8740,Uznach Vögele Versandhaus,SG,47.2265,8.9813
8750,Glarus,GL,47.0369,9.0546
8751,Urnerboden,UR,46.8796,8.9019
8752,Näfels,GL,47.0865,9.0053
8753,Mollis,GL,47.0938,9.0914
8754,Netstal,GL,47.0638,9.0417
8755,Ennenda,GL,47.0445,9.0986
8756,Mitlödi,GL,47.0154,9.0805
8757,Filzbach,GL,47.1015,9.1253
8758,Obstalden,GL,47.0772,9.1536
8759,Netstal,GL,47.0634,9.0573
8762,Sool,GL,47.0125,9.1249
8765,Engi,GL,46.9983,9.1692
8766,Matt,GL,46.9713,9.198
8767,Elm,GL,46.9061,9.1564
8772,Nidfurn,GL,46.9876,9.0435
8773,Haslen GL,GL,46.9595,9.0726
8774,Leuggelbach,GL,46.9787,9.0363
8775,Hätzingen,GL,46.9603,9.0493
8777,Diesbach GL,GL,46.944,9.0511
8782,Rüti GL,GL,46.9316,9.0211
8783,Linthal,GL,46.8631,8.979
8784,Braunwald,GL,46.9458,8.9845
8800,Thalwil,ZH,47.2917,8.5676
8802,Kilchberg ZH,ZH,47.3249,8.5488
8803,Rüschlikon,ZH,47.3063,8.5526
8804,Au ZH,ZH,47.2478,8.6491
8805,Richterswil,ZH,47.213,8.7063
8806,Bäch SZ,SZ,47.2043,8.7308
8807,Freienbach,SZ,47.207,8.7571
8808,Pfäffikon SZ,SZ,47.1976,8.7832
8810,Horgen,ZH,47.2524,8.608
8815,Horgenberg,ZH,47.2499,8.5807
8816,Hirzel,ZH,47.2198,8.6005
8820,Wädenswil,ZH,47.2239,8.6596
8824,Schönenberg ZH,ZH,47.194,8.64
8825,Hütten,ZH,47.173,8.666
8832,Wollerau,SZ,47.1907,8.7051
8833,Samstagern,ZH,47.1938,8.6789
8834,Schindellegi,SZ,47.1736,8.711
8835,Feusisberg,SZ,47.1812,8.7516
8836,Bennau,SZ,47.1506,8.7145
8840,Trachslau,SZ,47.1033,8.7274
8841,Gross,SZ,47.0969,8.7628
8842,Unteriberg,SZ,47.0415,8.8079
8843,Oberiberg,SZ,47.0308,8.7617
8844,Euthal,SZ,47.0903,8.8293
8845,Studen SZ,SZ,47.0436,8.8589
8846,Willerzell,SZ,47.1299,8.8105
8847,Egg SZ,SZ,47.161,8.7773
8849,Alpthal,SZ,47.0578,8.7145
8852,Altendorf,SZ,47.1765,8.8278
8853,Lachen SZ,SZ,47.197,8.8542
8854,Galgenen,SZ,47.1673,8.8678
8855,Wangen SZ,SZ,47.1988,8.8911
8856,Tuggen,SZ,47.2014,8.9385
8857,Vorderthal,SZ,47.1263,8.8893
8858,Innerthal,SZ,47.0756,8.9172
8862,Schübelbach,SZ,47.1746,8.9271
8863,Buttikon SZ,SZ,47.1674,8.9471
8864,Reichenburg,SZ,47.161,8.9733
8865,Bilten,GL,47.1479,9.0078
8866,Ziegelbrücke,SG,47.136,9.0625
8867,Niederurnen,GL,47.1265,9.0208
8868,Oberurnen,GL,47.1153,9.0366
8872,Weesen,SG,47.1372,9.1115
8873,Amden,SG,47.1599,9.1679
8874,Mühlehorn,GL,47.1027,9.1749
8877,Murg,SG,47.0696,9.1964
8878,Quinten,SG,47.1329,9.221
8879,Pizolpark (Mels),SG,47.0008,9.3374
8880,Walenstadt,SG,47.1224,9.3107
8881,Walenstadtberg,SG,47.1406,9.2785
8882,Unterterzen,SG,47.1161,9.2484
8883,Quarten,SG,47.1029,9.2344
8884,Oberterzen,SG,47.0863,9.2458
8885,Mols,SG,47.1123,9.2824
8886,Mädris-Vermol,SG,47.0371,9.3462
8887,Mels,SG,47.0327,9.4166
8888,Heiligkreuz (Mels),SG,47.0684,9.4085
8889,Plons,SG,47.0618,9.3833
8890,Flums,SG,47.0935,9.3416
8892,Berschis,SG,47.1136,9.3721
8893,Flums Hochwiese,SG,47.0837,9.3781
8894,Flumserberg Saxli,SG,47.0597,9.3302
8895,Flumserberg Portels,SG,47.0712,9.3208
8896,Flumserberg Bergheim,SG,47.0925,9.309
8897,Flumserberg Tannenheim,SG,47.046,9.266
8898,Flumserberg Tannenbodenalp,SG,47.0805,9.2683
8901,Urdorf,ZH,47.3798,8.4224
8902,Urdorf,ZH,47.3799,8.4224
8903,Birmensdorf ZH,ZH,47.3539,8.4344
8904,Aesch ZH,ZH,47.3354,8.433
8905,Arni-Islisberg,AG,47.317,8.4223
8906,Bonstetten,ZH,47.3166,8.4663
8907,Wettswil,ZH,47.3373,8.4699
8908,Hedingen,ZH,47.3015,8.4509
8909,Zwillikon,ZH,47.2895,8.4311
8910,Affoltern am Albis,ZH,47.2784,8.4582
8911,Rifferswil,ZH,47.245,8.499
8912,Obfelden,ZH,47.2615,8.422
8913,Ottenbach,ZH,47.2815,8.4094
8914,Aeugst am Albis,ZH,47.2681,8.487
8915,Hausen am Albis,ZH,47.2507,8.5289
8916,Jonen,AG,47.2997,8.4022
8917,Oberlunkhofen,AG,47.3125,8.3977
8918,Unterlunkhofen,AG,47.3248,8.3832
8919,Rottenschwil,AG,47.3144,8.3659
8925,Ebertswil,ZH,47.2273,8.5562
8926,Hauptikon,ZH,47.2326,8.4935
8932,Mettmenstetten,ZH,47.2478,8.464
8933,Maschwanden,ZH,47.2348,8.4292
8934,Knonau,ZH,47.2245,8.4626
8942,Oberrieden,ZH,47.2746,8.5778
8951,Fahrweid,ZH,47.4095,8.415
8952,Schlieren,ZH,47.395,8.449
8953,Dietikon,ZH,47.402,8.3981
8954,Geroldswil,ZH,47.4234,8.4127
8955,Oetwil an der Limmat,ZH,47.431,8.3979
8956,Killwangen,AG,47.428,8.3443
8957,Spreitenbach,AG,47.418,8.3672
8962,Bergdietikon,AG,47.3881,8.3785
8964,Rudolfstetten,AG,47.3683,8.3847
8965,Berikon,AG,47.3538,8.3837
8966,Oberwil-Lieli,AG,47.3371,8.3952
8967,Widen,AG,47.3705,8.3583
9000,St. Gallen,SG,47.424,9.3685
9001,St. Gallen,SG,47.4221,9.3755
9004,St. Gallen,SG,47.4221,9.3755
9006,St. Gallen,SG,47.4221,9.3755
9007,St. Gallen,SG,47.4221,9.3755
9008,St. Gallen,SG,47.4413,9.3918
9010,St. Gallen,SG,47.4419,9.3736
9011,St. Gallen,SG,47.4154,9.4021
9012,St. Gallen,SG,47.4096,9.3636
9013,St. Gallen,SG,47.4221,9.3755
9014,St. Gallen,SG,47.4081,9.3356
9015,St. Gallen,SG,47.408,9.3072
9016,St. Gallen,SG,47.4418,9.4154
9020,St. Gallen,SG,47.4221,9.3755
9021,St. Gallen MS,SG,47.4221,9.3755
9023,St. Gallen,SG,47.4221,9.3755
9024,St. Gallen Presse-Serv.Güll,SG,47.4221,9.3755
9026,St. Gallen Künzler AG,SG,47.4221,9.3755
9027,St. Gallen,SG,47.4221,9.3755
9028,St. Gallen,SG,47.4221,9.3755
9029,St. Gallen Sonderdienste,SG,47.4221,9.3755
9030,Abtwil SG,SG,47.4283,9.3204
9032,Engelburg,SG,47.443,9.3415
9033,Untereggen,SG,47.4538,9.4543
9034,Eggersriet,SG,47.4414,9.4623
9035,Grub AR,AR,47.4412,9.5017
9036,Grub SG,SG,47.4543,9.5098
9037,Speicherschwendi,AR,47.428,9.4383
9038,Rehetobel,AR,47.4283,9.4843
9042,Speicher,AR,47.4099,9.441
9043,Trogen,AR,47.4003,9.4764
9044,Wald AR,AR,47.4146,9.5044
9050,Appenzell Schlatt,AI,47.3563,9.4015
9052,Niederteufen,AR,47.3909,9.362
9053,Teufen AR,AR,47.3928,9.4
9054,Haslen AI,AI,47.3692,9.3788
9055,Bühler,AR,47.3783,9.4266
9056,Gais,AR,47.368,9.4714
9057,Wasserauen,AI,47.2644,9.3918
9058,Brülisau,AI,47.2799,9.4497
9062,Lustmühle,AR,47.3988,9.3542
9063,Stein AR,AR,47.3761,9.3417
9064,Hundwil,AR,47.3517,9.319
9100,Herisau,AR,47.3833,9.2813
9102,Herisau,AR,47.3861,9.2792
9103,Schwellbrunn,AR,47.3516,9.2362
9104,Waldstatt,AR,47.3567,9.2854
9105,Schönengrund,AR,47.3254,9.2267
9107,Urnäsch,AR,47.2948,9.2779
9108,Gonten,AI,47.3237,9.3494
9112,Schachen b. Herisau,AR,47.3797,9.2366
9113,Degersheim,SG,47.3734,9.1981
9114,Hoffeld,SG,47.3559,9.1726
9115,Dicken,SG,47.3366,9.1932
9116,Wolfertswil,SG,47.3957,9.1692
9122,Ebersol,SG,47.3414,9.1574
9123,Nassen,SG,47.3793,9.1493
9125,Brunnadern,SG,47.324,9.1417
9126,Necker,SG,47.3462,9.1279
9127,St. Peterzell,SG,47.3212,9.1793
9200,Gossau SG,SG,47.4178,9.2492
9201,Gossau SG,SG,47.421,9.2536
9203,Niederwil SG,SG,47.4323,9.2016
9204,Andwil SG,SG,47.4372,9.279
9205,Waldkirch,SG,47.463,9.2879
9212,Arnegg,SG,47.4425,9.2524
9213,Hauptwil,TG,47.4823,9.2558
9214,Kradolf,TG,47.5265,9.1984
9215,Buhwil,TG,47.5255,9.166
9216,Heldswil,TG,47.5256,9.2274
9217,Neukirch an der Thur,TG,47.5097,9.1729
9220,Bischofszell,TG,47.497,9.2568
9223,Halden,TG,47.5043,9.2074
9225,St. Pelagiberg,TG,47.4894,9.3048
9230,Flawil,SG,47.4086,9.1895
9231,Egg (Flawil),SG,47.3943,9.2222
9240,Niederglatt SG,SG,47.4278,9.163
9242,Oberuzwil,SG,47.4292,9.1217
9243,Jonschwil,SG,47.423,9.0951
9244,Niederuzwil,SG,47.4463,9.1427
9245,Oberbüren,SG,47.4505,9.1675
9246,Niederbüren,SG,47.4625,9.2147
9247,Henau,SG,47.4557,9.114
9248,Bichwil,SG,47.4157,9.1376
9249,Oberstetten,SG,47.4464,9.0914
9300,Wittenbach,SG,47.4661,9.3798
9301,Wittenbach,SG,47.4611,9.386
9304,Bernhardzell,SG,47.4669,9.3409
9305,Berg SG,SG,47.4862,9.4122
9306,Freidorf TG,TG,47.4854,9.3858
9308,Lömmenschwil,SG,47.4966,9.3455
9312,Häggenschwil,SG,47.4907,9.3353
9313,Muolen,SG,47.5171,9.3179
9314,Steinebrunn,TG,47.5338,9.3438
9315,Neukirch (Egnach),TG,47.5263,9.3716
9320,Frasnacht,TG,47.5444,9.4333
9322,Egnach,TG,47.5529,9.4079
9323,Steinach,SG,47.5065,9.4497
9325,Roggwil TG,TG,47.5057,9.3928
9326,Horn,TG,47.5159,9.4839
9327,Tübach,SG,47.4825,9.4538
9400,Rorschach,SG,47.4972,9.5037
9401,Rorschach,SG,47.478,9.4903
9402,Mörschwil,SG,47.4675,9.426
9403,Goldach,SG,47.4859,9.4782
9404,Rorschacherberg,SG,47.4803,9.5104
9405,Wienacht-Tobel,AR,47.465,9.5362
9410,Heiden,AR,47.4408,9.5349
9411,Reute AR,AR,47.4088,9.5662
9413,Oberegg,AI,47.4165,9.5533
9422,Staad SG,SG,47.492,9.5371
9423,Altenrhein,SG,47.5158,9.5473
9424,Rheineck,SG,47.4688,9.585
9425,Thal,SG,47.4732,9.5649
9426,Lutzenberg,AR,47.4593,9.5748
9427,Wolfhalden,AR,47.4506,9.5612
9428,Walzenhausen,AR,47.4433,9.5971
9430,St. Margrethen SG,SG,47.4529,9.6276
9434,Au SG,SG,47.4297,9.639
9435,Heerbrugg,SG,47.4126,9.6266
9436,Balgach,SG,47.3935,9.612
9437,Marbach SG,SG,47.3865,9.579
9442,Büriswilen,AI,47.4331,9.6025
9443,Widnau,SG,47.4007,9.6376
9444,Diepoldsau,SG,47.3823,9.6518
9445,Rebstein,SG,47.3942,9.5898
9450,Altstätten SG,SG,47.3706,9.5419
9451,Kriessern,SG,47.3639,9.6059
9452,Hinterforst,SG,47.3579,9.5278
9453,Eichberg,SG,47.3442,9.5209
9462,Montlingen,SG,47.3412,9.5842
9463,Oberriet SG,SG,47.3228,9.5411
9464,Lienz,SG,47.2866,9.5073
9465,Salez,SG,47.2337,9.495
9466,Sennwald,SG,47.2623,9.5013
9467,Frümsen,SG,47.2505,9.4685
9468,Sax,SG,47.235,9.4431
9469,Haag (Rheintal),SG,47.2094,9.4875
9470,Buchs SG,SG,47.1592,9.4622
9471,Buchs SG 3,SG,47.166,9.4627
9472,Grabserberg,SG,47.165,9.3793
9473,Gams,SG,47.2117,9.4297
9475,Sevelen,SG,47.1292,9.4585
9476,Weite,SG,47.0986,9.5026
9477,Trübbach,SG,47.076,9.4861
9478,Azmoos,SG,47.0886,9.4318
9479,Oberschan,SG,47.102,9.4579
9500,Wil SG,SG,47.4622,9.0517
9501,Wil SG 1,SG,47.4757,9.0518
9502,Braunau,TG,47.5044,9.0689
9503,Stehrenberg,TG,47.5233,9.09
9504,Friltschen,TG,47.5353,9.0894
9506,Lommis,TG,47.5148,8.9976
9507,Stettfurt,TG,47.525,8.9585
9508,Weingarten-Kalthäusern,TG,47.5253,8.9872
9512,Rossrüti,SG,47.4817,9.0721
9514,Wuppenau,TG,47.4972,9.1058
9515,Hosenruck,TG,47.4916,9.1372
9517,Mettlen,TG,47.5341,9.1195
9523,Züberwangen,SG,47.4652,9.0888
9524,Zuzwil SG,SG,47.475,9.1112
9525,Lenggenwil,SG,47.4713,9.1422
9526,Zuckenriet,SG,47.4868,9.1641
9527,Niederhelfenschwil,SG,47.4786,9.1855
9532,Rickenbach b. Wil,SG,47.4457,9.0487
9533,Kirchberg SG,SG,47.4183,9.0341
9534,Gähwil,SG,47.3939,8.9982
9535,Wilen b. Wil,TG,47.4471,9.0321
9536,Schwarzenbach SG,SG,47.4406,9.0728
9542,Münchwilen TG,TG,47.4794,8.991
9543,St. Margarethen TG,TG,47.4906,9.0028
9545,Wängi,TG,47.4988,8.9618
9546,Tuttwil,TG,47.4808,8.9482
9547,Wittenwil,TG,47.5033,8.9227
9548,Matzingen,TG,47.5253,8.9285
9552,Bronschhofen,SG,47.481,9.0301
9553,Bettwiesen,TG,47.4977,9.0187
9554,Tägerschen,TG,47.5062,9.0279
9555,Tobel,TG,47.5167,9.0442
9556,Affeltrangen,TG,47.5277,9.0303
9562,Buch b. Märwil,TG,47.537,9.0554
9565,Oberbussnang,TG,47.5439,9.0922
9573,Littenheid,TG,47.4414,9.0079
9601,Lütisburg Station,SG,47.3814,9.0669
9602,Müselbach,SG,47.3883,9.0406
9604,Lütisburg,SG,47.3954,9.106
9606,Bütschwil,SG,47.3563,9.0691
9607,Mosnang,SG,47.3592,9.0387
9608,Ganterschwil,SG,47.3743,9.0965
9612,Dreien,SG,47.3552,9.0047
9613,Mühlrüti,SG,47.3672,8.9784
9614,Libingen,SG,47.3228,9.0173
9615,Dietfurt,SG,47.3365,9.0677
9620,Lichtensteig,SG,47.3187,9.0877
9621,Oberhelfenschwil,SG,47.3483,9.1066
9622,Krinau,SG,47.3178,9.0521
9630,Wattwil,SG,47.2939,9.0881
9631,Ulisbach,SG,47.2851,9.1173
9633,Hemberg,SG,47.2892,9.1756
9642,Ebnat-Kappel,SG,47.245,9.1299
9643,Krummenau,SG,47.258,9.1869
9650,Nesslau,SG,47.2123,9.1831
9651,Ennetbühl,SG,47.2455,9.2592
9652,Neu St. Johann,SG,47.242,9.1901
9655,Stein SG,SG,47.2017,9.2298
9656,Alt St. Johann,SG,47.1773,9.2647
9657,Unterwasser,SG,47.1964,9.3065
9658,Wildhaus,SG,47.2165,9.3527
